1759103142.049233 server started (25535): version 3.4, socket /tmp/tmux-1000/default, protocol 8
1759103142.049248 on Linux 6.6.87.2-microsoft-standard-WSL2 #1 SMP PREEMPT_DYNAMIC Thu Jun  5 18:30:46 UTC 2025
1759103142.049252 using libevent 2.1.12-stable poll
1759103142.049254 using ncurses 6.4 20240113
1759103142.069272 yylex_token: end at WS
1759103142.069274 yylex_token: copy-pipe-and-cancel
1759103142.069276 cmd_parse_build_commands 0:0: bind
1759103142.069278 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1759103142.069280 cmd_parse_build_commands 0:2: Enter
1759103142.069282 cmd_parse_build_commands 0:3 0:0: send
1759103142.069283 cmd_parse_build_commands 0:3 0:1: -X
1759103142.069285 cmd_parse_build_commands 0:3 0:2: copy-pipe-and-cancel
1759103142.069287 cmd_parse_build_commands 0:0: send
1759103142.069289 cmd_parse_build_commands 0:1: -X
1759103142.069291 cmd_parse_build_commands 0:2: copy-pipe-and-cancel
1759103142.069293 args_parse_flags: next -X
1759103142.069295 args_parse_flags: -X
1759103142.069296 args_parse_flags: next copy-pipe-and-cancel
1759103142.069298 args_parse: flags end at 2 of 3
1759103142.069305 args_parse: 2 = copy-pipe-and-cancel (type STRING)
1759103142.069308 cmd_parse_build_commands: send-keys -X copy-pipe-and-cancel
1759103142.069310 args_parse_flags: next -Tcopy-mode-vi
1759103142.069334 args_parse_flag_argument: -T = copy-mode-vi
1759103142.069337 args_parse_flags: next Enter
1759103142.069339 args_parse: flags end at 2 of 4
1759103142.069341 args_parse: 2 = Enter (type STRING)
1759103142.069344 args_parse: 3 = send-keys -X copy-pipe-and-cancel (type COMMANDS)
1759103142.069348 cmd_parse_build_commands: bind-key -T copy-mode-vi Enter { send-keys -X copy-pipe-and-cancel }
1759103142.069351 cmdq_get_command: [bind-key/0x63fd324830a0] group 2008
1759103142.069353 cmdq_append <global>: [bind-key/0x63fd324830a0]
1759103142.069355 yylex_token: end at WS
1759103142.069356 yylex_token: bind
1759103142.069358 yylex_token: end at WS
1759103142.069360 yylex_token: -Tcopy-mode-vi
1759103142.069361 yylex_token: end at WS
1759103142.069362 yylex_token: C-u
1759103142.069364 yylex_token: end at WS
1759103142.069365 yylex_token: send
1759103142.069367 yylex_token: end at WS
1759103142.069368 yylex_token: -X
1759103142.069370 yylex_token: end at WS
1759103142.069371 yylex_token: halfpage-up
1759103142.069373 cmd_parse_build_commands 0:0: bind
1759103142.069375 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1759103142.069377 cmd_parse_build_commands 0:2: C-u
1759103142.069378 cmd_parse_build_commands 0:3 0:0: send
1759103142.069380 cmd_parse_build_commands 0:3 0:1: -X
1759103142.069381 cmd_parse_build_commands 0:3 0:2: halfpage-up
1759103142.069383 cmd_parse_build_commands 0:0: send
1759103142.069385 cmd_parse_build_commands 0:1: -X
1759103142.069386 cmd_parse_build_commands 0:2: halfpage-up
1759103142.069389 args_parse_flags: next -X
1759103142.069390 args_parse_flags: -X
1759103142.069392 args_parse_flags: next halfpage-up
1759103142.069393 args_parse: flags end at 2 of 3
1759103142.069395 args_parse: 2 = halfpage-up (type STRING)
1759103142.069397 cmd_parse_build_commands: send-keys -X halfpage-up
1759103142.069399 args_parse_flags: next -Tcopy-mode-vi
1759103142.069400 args_parse_flag_argument: -T = copy-mode-vi
1759103142.069402 args_parse_flags: next C-u
1759103142.069403 args_parse: flags end at 2 of 4
1759103142.069405 args_parse: 2 = C-u (type STRING)
1759103142.069407 args_parse: 3 = send-keys -X halfpage-up (type COMMANDS)
1759103142.069410 cmd_parse_build_commands: bind-key -T copy-mode-vi C-u { send-keys -X halfpage-up }
1759103142.069412 cmdq_get_command: [bind-key/0x63fd324831a0] group 2016
1759103142.069414 cmdq_append <global>: [bind-key/0x63fd324831a0]
1759103142.069421 yylex_token: end at WS
1759103142.069422 yylex_token: bind
1759103142.069424 yylex_token: end at WS
1759103142.069425 yylex_token: -Tcopy-mode-vi
1759103142.069427 yylex_token: end at WS
1759103142.069428 yylex_token: C-v
1759103142.069430 yylex_token: end at WS
1759103142.069431 yylex_token: send
1759103142.069432 yylex_token: end at WS
1759103142.069434 yylex_token: -X
1759103142.069435 yylex_token: end at WS
1759103142.069437 yylex_token: rectangle-toggle
1759103142.069439 cmd_parse_build_commands 0:0: bind
1759103142.069441 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1759103142.069442 cmd_parse_build_commands 0:2: C-v
1759103142.069444 cmd_parse_build_commands 0:3 0:0: send
1759103142.069445 cmd_parse_build_commands 0:3 0:1: -X
1759103142.069447 cmd_parse_build_commands 0:3 0:2: rectangle-toggle
1759103142.069449 cmd_parse_build_commands 0:0: send
1759103142.069450 cmd_parse_build_commands 0:1: -X
1759103142.069452 cmd_parse_build_commands 0:2: rectangle-toggle
1759103142.069454 args_parse_flags: next -X
1759103142.069456 args_parse_flags: -X
1759103142.069457 args_parse_flags: next rectangle-toggle
1759103142.069459 args_parse: flags end at 2 of 3
1759103142.069460 args_parse: 2 = rectangle-toggle (type STRING)
1759103142.069463 cmd_parse_build_commands: send-keys -X rectangle-toggle
1759103142.069464 args_parse_flags: next -Tcopy-mode-vi
1759103142.069466 args_parse_flag_argument: -T = copy-mode-vi
1759103142.069472 args_parse_flags: next C-v
1759103142.069474 args_parse: flags end at 2 of 4
1759103142.069475 args_parse: 2 = C-v (type STRING)
1759103142.069478 args_parse: 3 = send-keys -X rectangle-toggle (type COMMANDS)
1759103142.069481 cmd_parse_build_commands: bind-key -T copy-mode-vi C-v { send-keys -X rectangle-toggle }
1759103142.069483 cmdq_get_command: [bind-key/0x63fd32482810] group 2024
1759103142.069484 cmdq_append <global>: [bind-key/0x63fd32482810]
1759103142.069486 yylex_token: end at WS
1759103142.069488 yylex_token: bind
1759103142.069489 yylex_token: end at WS
1759103142.069491 yylex_token: -Tcopy-mode-vi
1759103142.069492 yylex_token: end at WS
1759103142.069493 yylex_token: C-y
1759103142.069495 yylex_token: end at WS
1759103142.069496 yylex_token: send
1759103142.069498 yylex_token: end at WS
1759103142.069499 yylex_token: -X
1759103142.069501 yylex_token: end at WS
1759103142.069502 yylex_token: scroll-up
1759103142.069504 cmd_parse_build_commands 0:0: bind
1759103142.069506 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1759103142.069507 cmd_parse_build_commands 0:2: C-y
1759103142.069509 cmd_parse_build_commands 0:3 0:0: send
1759103142.069510 cmd_parse_build_commands 0:3 0:1: -X
1759103142.069512 cmd_parse_build_commands 0:3 0:2: scroll-up
1759103142.069514 cmd_parse_build_commands 0:0: send
1759103142.069515 cmd_parse_build_commands 0:1: -X
1759103142.069517 cmd_parse_build_commands 0:2: scroll-up
1759103142.069519 args_parse_flags: next -X
1759103142.069520 args_parse_flags: -X
1759103142.069522 args_parse_flags: next scroll-up
1759103142.069523 args_parse: flags end at 2 of 3
1759103142.069525 args_parse: 2 = scroll-up (type STRING)
1759103142.069527 cmd_parse_build_commands: send-keys -X scroll-up
1759103142.069529 args_parse_flags: next -Tcopy-mode-vi
1759103142.069530 args_parse_flag_argument: -T = copy-mode-vi
1759103142.069532 args_parse_flags: next C-y
1759103142.069533 args_parse: flags end at 2 of 4
1759103142.069535 args_parse: 2 = C-y (type STRING)
1759103142.069537 args_parse: 3 = send-keys -X scroll-up (type COMMANDS)
1759103142.069540 cmd_parse_build_commands: bind-key -T copy-mode-vi C-y { send-keys -X scroll-up }
1759103142.069542 cmdq_get_command: [bind-key/0x63fd32483b20] group 2032
1759103142.069543 cmdq_append <global>: [bind-key/0x63fd32483b20]
1759103142.069545 yylex_token: end at WS
1759103142.069547 yylex_token: bind
1759103142.069548 yylex_token: end at WS
1759103142.069550 yylex_token: -Tcopy-mode-vi
1759103142.069551 yylex_token: end at WS
1759103142.069553 yylex_token: Escape
1759103142.069554 yylex_token: end at WS
1759103142.069556 yylex_token: send
1759103142.069557 yylex_token: end at WS
1759103142.069558 yylex_token: -X
1759103142.069560 yylex_token: end at WS
1759103142.069562 yylex_token: clear-selection
1759103142.069563 cmd_parse_build_commands 0:0: bind
1759103142.069565 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1759103142.069567 cmd_parse_build_commands 0:2: Escape
1759103142.069568 cmd_parse_build_commands 0:3 0:0: send
1759103142.069570 cmd_parse_build_commands 0:3 0:1: -X
1759103142.069571 cmd_parse_build_commands 0:3 0:2: clear-selection
1759103142.069573 cmd_parse_build_commands 0:0: send
1759103142.069575 cmd_parse_build_commands 0:1: -X
1759103142.069576 cmd_parse_build_commands 0:2: clear-selection
1759103142.069578 args_parse_flags: next -X
1759103142.069580 args_parse_flags: -X
1759103142.069581 args_parse_flags: next clear-selection
1759103142.069583 args_parse: flags end at 2 of 3
1759103142.069584 args_parse: 2 = clear-selection (type STRING)
1759103142.069587 cmd_parse_build_commands: send-keys -X clear-selection
1759103142.069588 args_parse_flags: next -Tcopy-mode-vi
1759103142.069590 args_parse_flag_argument: -T = copy-mode-vi
1759103142.069591 args_parse_flags: next Escape
1759103142.069593 args_parse: flags end at 2 of 4
1759103142.069594 args_parse: 2 = Escape (type STRING)
1759103142.069596 args_parse: 3 = send-keys -X clear-selection (type COMMANDS)
1759103142.069600 cmd_parse_build_commands: bind-key -T copy-mode-vi Escape { send-keys -X clear-selection }
1759103142.069605 cmdq_get_command: [bind-key/0x63fd32483c20] group 2040
1759103142.069607 cmdq_append <global>: [bind-key/0x63fd32483c20]
1759103142.069611 yylex_token: end at WS
1759103142.069613 yylex_token: bind
1759103142.069614 yylex_token: end at WS
1759103142.069616 yylex_token: -Tcopy-mode-vi
1759103142.069617 yylex_token: end at WS
1759103142.069619 yylex_token: Space
1759103142.069620 yylex_token: end at WS
1759103142.069621 yylex_token: send
1759103142.069623 yylex_token: end at WS
1759103142.069624 yylex_token: -X
1759103142.069626 yylex_token: end at WS
1759103142.069627 yylex_token: begin-selection
1759103142.069629 cmd_parse_build_commands 0:0: bind
1759103142.069631 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1759103142.069632 cmd_parse_build_commands 0:2: Space
1759103142.069634 cmd_parse_build_commands 0:3 0:0: send
1759103142.069635 cmd_parse_build_commands 0:3 0:1: -X
1759103142.069637 cmd_parse_build_commands 0:3 0:2: begin-selection
1759103142.069638 cmd_parse_build_commands 0:0: send
1759103142.069640 cmd_parse_build_commands 0:1: -X
1759103142.069642 cmd_parse_build_commands 0:2: begin-selection
1759103142.069644 args_parse_flags: next -X
1759103142.069645 args_parse_flags: -X
1759103142.069647 args_parse_flags: next begin-selection
1759103142.069648 args_parse: flags end at 2 of 3
1759103142.069649 args_parse: 2 = begin-selection (type STRING)
1759103142.069652 cmd_parse_build_commands: send-keys -X begin-selection
1759103142.069653 args_parse_flags: next -Tcopy-mode-vi
1759103142.069655 args_parse_flag_argument: -T = copy-mode-vi
1759103142.069656 args_parse_flags: next Space
1759103142.069658 args_parse: flags end at 2 of 4
1759103142.069659 args_parse: 2 = Space (type STRING)
1759103142.069661 args_parse: 3 = send-keys -X begin-selection (type COMMANDS)
1759103142.069664 cmd_parse_build_commands: bind-key -T copy-mode-vi Space { send-keys -X begin-selection }
1759103142.069666 cmdq_get_command: [bind-key/0x63fd32483f60] group 2048
1759103142.069668 cmdq_append <global>: [bind-key/0x63fd32483f60]
1759103142.069670 yylex_token: end at WS
1759103142.069671 yylex_token: bind
1759103142.069673 yylex_token: end at WS
1759103142.069674 yylex_token: -Tcopy-mode-vi
1759103142.069676 yylex_token: end at WS
1759103142.069677 yylex_token: $
1759103142.069679 yylex_token: end at WS
1759103142.069680 yylex_token: send
1759103142.069681 yylex_token: end at WS
1759103142.069683 yylex_token: -X
1759103142.069684 yylex_token: end at WS
1759103142.069686 yylex_token: end-of-line
1759103142.069688 cmd_parse_build_commands 0:0: bind
1759103142.069689 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1759103142.069691 cmd_parse_build_commands 0:2: $
1759103142.069692 cmd_parse_build_commands 0:3 0:0: send
1759103142.069694 cmd_parse_build_commands 0:3 0:1: -X
1759103142.069695 cmd_parse_build_commands 0:3 0:2: end-of-line
1759103142.069697 cmd_parse_build_commands 0:0: send
1759103142.069698 cmd_parse_build_commands 0:1: -X
1759103142.069700 cmd_parse_build_commands 0:2: end-of-line
1759103142.069702 args_parse_flags: next -X
1759103142.069703 args_parse_flags: -X
1759103142.069705 args_parse_flags: next end-of-line
1759103142.069706 args_parse: flags end at 2 of 3
1759103142.069708 args_parse: 2 = end-of-line (type STRING)
1759103142.069710 cmd_parse_build_commands: send-keys -X end-of-line
1759103142.069712 args_parse_flags: next -Tcopy-mode-vi
1759103142.069713 args_parse_flag_argument: -T = copy-mode-vi
1759103142.069715 args_parse_flags: next $
1759103142.069716 args_parse: flags end at 2 of 4
1759103142.069718 args_parse: 2 = $ (type STRING)
1759103142.069720 args_parse: 3 = send-keys -X end-of-line (type COMMANDS)
1759103142.069723 cmd_parse_build_commands: bind-key -T copy-mode-vi \\$ { send-keys -X end-of-line }
1759103142.069725 cmdq_get_command: [bind-key/0x63fd32484960] group 2056
1759103142.069727 cmdq_append <global>: [bind-key/0x63fd32484960]
1759103142.069728 yylex_token: end at WS
1759103142.069730 yylex_token: bind
1759103142.069731 yylex_token: end at WS
1759103142.069733 yylex_token: -Tcopy-mode-vi
1759103142.069738 yylex_token: end at WS
1759103142.069739 yylex_token: ,
1759103142.069741 yylex_token: end at WS
1759103142.069742 yylex_token: send
1759103142.069743 yylex_token: end at WS
1759103142.069745 yylex_token: -X
1759103142.069746 yylex_token: end at WS
1759103142.069748 yylex_token: jump-reverse
1759103142.069750 cmd_parse_build_commands 0:0: bind
1759103142.069751 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1759103142.069753 cmd_parse_build_commands 0:2: ,
1759103142.069754 cmd_parse_build_commands 0:3 0:0: send
1759103142.069756 cmd_parse_build_commands 0:3 0:1: -X
1759103142.069757 cmd_parse_build_commands 0:3 0:2: jump-reverse
1759103142.069759 cmd_parse_build_commands 0:0: send
1759103142.069761 cmd_parse_build_commands 0:1: -X
1759103142.069762 cmd_parse_build_commands 0:2: jump-reverse
1759103142.069764 args_parse_flags: next -X
1759103142.069766 args_parse_flags: -X
1759103142.069767 args_parse_flags: next jump-reverse
1759103142.069769 args_parse: flags end at 2 of 3
1759103142.069770 args_parse: 2 = jump-reverse (type STRING)
1759103142.069772 cmd_parse_build_commands: send-keys -X jump-reverse
1759103142.069774 args_parse_flags: next -Tcopy-mode-vi
1759103142.069775 args_parse_flag_argument: -T = copy-mode-vi
1759103142.069777 args_parse_flags: next ,
1759103142.069778 args_parse: flags end at 2 of 4
1759103142.069780 args_parse: 2 = , (type STRING)
1759103142.069782 args_parse: 3 = send-keys -X jump-reverse (type COMMANDS)
1759103142.069785 cmd_parse_build_commands: bind-key -T copy-mode-vi , { send-keys -X jump-reverse }
1759103142.069787 cmdq_get_command: [bind-key/0x63fd32484fd0] group 2064
1759103142.069789 cmdq_append <global>: [bind-key/0x63fd32484fd0]
1759103142.069790 yylex_token: end at WS
1759103142.069792 yylex_token: bind
1759103142.069793 yylex_token: end at WS
1759103142.069795 yylex_token: -Tcopy-mode-vi
1759103142.069796 yylex_token: end at WS
1759103142.069798 yylex_token: /
1759103142.069799 yylex_token: end at WS
1759103142.069801 yylex_token: command-prompt
1759103142.069802 yylex_token: end at WS
1759103142.069803 yylex_token: -T
1759103142.069805 yylex_token: end at WS
1759103142.069806 yylex_token: search
1759103142.069808 yylex_token: end at WS
1759103142.069809 yylex_token: -p(search down)
1759103142.069811 yylex_token: end at WS
1759103142.069812 yylex_token: send
1759103142.069814 yylex_token: end at WS
1759103142.069815 yylex_token: -X
1759103142.069817 yylex_token: end at WS
1759103142.069818 yylex_token: search-forward
1759103142.069820 yylex_token: end at WS
1759103142.069821 yylex_token: %%
1759103142.069823 cmd_parse_build_commands 0:0: bind
1759103142.069825 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1759103142.069826 cmd_parse_build_commands 0:2: /
1759103142.069828 cmd_parse_build_commands 0:3 0:0: command-prompt
1759103142.069829 cmd_parse_build_commands 0:3 0:1: -T
1759103142.069831 cmd_parse_build_commands 0:3 0:2: search
1759103142.069832 cmd_parse_build_commands 0:3 0:3: -p(search down)
1759103142.069834 cmd_parse_build_commands 0:3 0:4 0:0: send
1759103142.069836 cmd_parse_build_commands 0:3 0:4 0:1: -X
1759103142.069837 cmd_parse_build_commands 0:3 0:4 0:2: search-forward
1759103142.069839 cmd_parse_build_commands 0:3 0:4 0:3: %%
1759103142.069840 cmd_parse_build_commands 0:0: command-prompt
1759103142.069842 cmd_parse_build_commands 0:1: -T
1759103142.069843 cmd_parse_build_commands 0:2: search
1759103142.069845 cmd_parse_build_commands 0:3: -p(search down)
1759103142.069846 cmd_parse_build_commands 0:4 0:0: send
1759103142.069848 cmd_parse_build_commands 0:4 0:1: -X
1759103142.069849 cmd_parse_build_commands 0:4 0:2: search-forward
1759103142.069851 cmd_parse_build_commands 0:4 0:3: %%
1759103142.069853 cmd_parse_build_commands 0:0: send
1759103142.069854 cmd_parse_build_commands 0:1: -X
1759103142.069856 cmd_parse_build_commands 0:2: search-forward
1759103142.069857 cmd_parse_build_commands 0:3: %%
1759103142.069859 args_parse_flags: next -X
1759103142.069861 args_parse_flags: -X
1759103142.069862 args_parse_flags: next search-forward
1759103142.069873 args_parse: flags end at 2 of 4
1759103142.069875 args_parse: 2 = search-forward (type STRING)
